time/total_timesteps,time/iterations,train/loss,train/value_loss,train/policy_gradient_loss,train/learning_rate,train/n_updates,train/clip_range,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/clip_fraction,train/approx_kl,train/entropy_loss,train/explained_variance
860160,420,5.834827423095703,18.239205105602743,-0.01141686174669303,0.000141888,4190,0.2,2886.63,16559,430.0,51,0.2921875,0.14645156,-0.6219802044332028,0.9152255803346634
868352,424,0.045996181666851044,0.42458027731627224,-0.028319909700076095,0.00013369600000000004,4230,0.2,2826.99,16717,438.0,51,0.21328125,0.059619658,-0.409241209726315,0.4137706756591797
876544,428,-0.04440039396286011,0.1252415336901322,-0.0411163446122373,0.00012550399999999994,4270,0.2,2826.99,16875,438.0,51,0.192041015625,0.019179426,-1.1179161751642823,-0.17562556266784668
884736,432,213.4451446533203,4432.205224514008,0.179811470489949,0.00011731199999999998,4310,0.2,2936.51,17033,468.1,51,0.57451171875,1.567544,-1.2128956178203225,-0.04052937030792236
892928,436,21.27699851989746,57.34236645624041,0.018920424071257002,0.00010912,4350,0.2,2801.05,17191,456.1,51,0.092578125,0.07017326,-0.6469450225122273,0.785469576716423
901120,440,-0.027477499097585678,0.19519713401095942,-0.027955488927545957,0.00010092800000000002,4390,0.2,2804.53,17348,446.1,51,0.170361328125,0.025440931,-1.17930762860924,-2.765000820159912
909312,444,-0.024093177169561386,0.022580356100661447,-0.023895601062395144,9.273600000000004e-05,4430,0.2,2804.53,17505,446.1,51,0.09091796875,0.009392515,-0.5508962379768491,0.5045283734798431
917504,448,3.3744888305664062,178.38857892788945,4.6625063987448814e-08,8.454399999999995e-05,4470,0.2,2947.55,17663,492.1,51,0.0,0.0,-0.00014981772013697992,-0.462338924407959
925696,452,348.6575927734375,690.0688397884369,0.01969324083183892,7.635199999999998e-05,4510,0.2,2724.65,17819,478.1,51,0.074560546875,0.041407775,-0.31718542212620376,0.3100007176399231
933888,456,7.957590579986572,34.58322585821152,0.002602759780711494,6.816e-05,4550,0.2,2636.17,17976,444.1,51,0.112646484375,0.02204357,-0.5054874312132597,0.7159175872802734
942080,460,13.84719467163086,80.10362994968891,0.0024286839448905083,5.996800000000002e-05,4590,0.2,2478.2,18134,412.1,51,0.033642578125,0.009454565,-0.4739428852684796,0.7533760368824005
950272,464,1.217450499534607,4.243814466893673,-0.006842493676231243,5.177600000000005e-05,4630,0.2,2166.73,18290,392.1,51,0.04169921875,0.005591804,-0.7891152448020875,0.8080595433712006
958464,468,1.3534424304962158,2.611930941604078,-0.004296168171276804,4.3583999999999954e-05,4670,0.2,1961.75,18447,358.1,51,0.04482421875,0.0037122353,-0.8690422713756562,0.7665457725524902
966656,472,2.8525216579437256,134.45603487491607,0.0017451539977628272,3.539199999999998e-05,4710,0.2,1938.58,18604,344.1,51,0.061181640625,0.0120063,-0.8537489496171474,0.12254589796066284
974848,476,25.472553253173828,62.48261117246002,0.020109280904580373,2.7200000000000004e-05,4750,0.2,1986.45,18762,334.1,51,0.0462890625,0.025004435,-0.15884362757497,0.7015335559844971
983040,480,4.54557991027832,115.95141492933035,0.018901890957931756,1.9008000000000025e-05,4790,0.2,1997.13,18920,294.1,51,0.127880859375,0.034091946,-0.4726375751197338,0.5837766826152802
991232,484,15.573552131652832,149.7814954996109,0.018087547673349035,1.0816000000000049e-05,4830,0.2,1982.43,19077,260.1,51,0.118994140625,0.012226595,-0.8943077545613051,0.3901015520095825
999424,488,2.9134907722473145,156.88328602574765,0.0009534545897622593,2.6239999999999595e-06,4870,0.2,1959.85,19235,244.1,51,0.01953125,0.0034031712,-0.37747801970690487,0.13633549213409424
